,name,facebook,twitter,instagram,pinterest
155,HDFC Bank,https://www.facebook.com/HDFC.bank/,https://twitter.com/hdfc_bank,https://www.instagram.com/hdfcbank/?hl=it,https://in.pinterest.com/hdfcbank/
156,Barclays,https://www.facebook.com/BarclaysUK/,https://twitter.com/barclays,https://www.instagram.com/barclaysuk/?hl=it,https://www.pinterest.co.uk/Barclays_UK/
157,Munich Re,https://www.facebook.com/munichre/,https://twitter.com/munichre,https://www.instagram.com/munichre_us/?hl=it,
158,Japan Post Holdings,https://m.facebook.com/profile.php?id=108371509188184&__tn__=%2Ch,https://twitter.com/RakutenGroup/status/1469080934716784646,https://www.instagram.com/explore/tags/JapanPostHoldings/?hl=it,https://www.pinterest.com/pin/539657967856774772/
159,Walgreens,https://www.facebook.com/Walgreens/,https://twitter.com/walgreens,https://www.instagram.com/walgreens/,https://www.pinterest.com/walgreens/
160,Danaher,https://it-it.facebook.com/danahercorporation/,https://mobile.twitter.com/danahercorp,https://www.instagram.com/danaherjohn/,https://www.pinterest.it/siobhaindanaher/
161,Generali Group,https://it-it.facebook.com/GeneraliItalia/,https://twitter.com/generali,https://www.instagram.com/generaligroup/,
162,Møller-Maersk,https://www.facebook.com/Maersk/,https://twitter.com/maersk,https://www.instagram.com/maersk_official/,https://www.pinterest.com/pin/ap-moller-maersk-group-danish-ap-mller-mrsk-gruppen-also-known-as-maersk-danish-mrsk-is-a-danish-bu--181269953722381261/
163,Lowe's,https://www.facebook.com/lowes/,https://twitter.com/lowes,https://www.instagram.com/loweshomeimprovement/,https://www.pinterest.com/lowes/
164,FedEx,https://www.facebook.com/FedEx/,https://twitter.com/fedex,https://www.instagram.com/fedez/,https://www.pinterest.com/FedEx/
165,Deutsche Post,https://it-it.facebook.com/deutschepost/,https://twitter.com/deutschepostdhl,https://www.instagram.com/deutschepost/,
166,PNC Financial Services,https://www.facebook.com/pncbank/,https://twitter.com/pncbank,https://www.instagram.com/pncbank/,https://www.pinterest.com/PNC/
167,Broadcom,https://www.facebook.com/Broadcom/,https://twitter.com/broadcom,https://www.instagram.com/broadcom/?hl=it,https://www.pinterest.com/pin/358739926554585647/
168,LukOil,https://www.facebook.com/Lukoil.en/,https://twitter.com/lukoilengl,https://www.instagram.com/lukoil_europe/?hl=it,https://www.pinterest.it/amp/pin/476114991842360903/
169,Medtronic,https://www.facebook.com/MedtronicITA/,https://twitter.com/medtronic,https://www.instagram.com/medtronicita/,https://www.pinterest.com/Medtronic/
170,SAP,https://it-it.facebook.com/sap.polizia/,https://twitter.com/sap,https://www.instagram.com/sap/,https://www.pinterest.it/sapsistemi/
171,SK Hynix,https://www.facebook.com/SKhynixSSD/,https://twitter.com/search?q=%23SKhynix,https://www.instagram.com/skhynix_official/,https://www.pinterest.com/pin/sk-hynix--222083825360582880/
172,ENGIE,https://it-it.facebook.com/engieitalia/,https://twitter.com/engieitalia,https://www.instagram.com/engie/,https://www.pinterest.com/ENGIEgroup/
173,Lockheed Martin,https://it-it.facebook.com/lockheedmartin/,https://twitter.com/lockheedmartin,https://www.instagram.com/lockheedmartin/,https://www.pinterest.com/jquattrocchi/lockheed-martin/
174,BlackRock,https://www.econopoly.ilsole24ore.com/2021/02/02/pfizer-blackrock-facebook-banche/,https://twitter.com/blackrock,https://www.instagram.com/blackrock/?hl=it,https://www.pinterest.com/pin/blackrock--162833342765533443/
175,Westpac Banking Group,https://www.facebook.com/Westpac/,https://twitter.com/westpac,https://www.instagram.com/westpac/,https://www.pinterest.com/pin/712765078519875029/
176,Duke Energy,https://it-it.facebook.com/duke.energy/,https://twitter.com/dukeenergy,https://www.instagram.com/duke_energy/,
177,Dell Technologies,https://www.facebook.com/DellTechnologies/,https://twitter.com/delltech,https://www.instagram.com/delltech/,https://www.pinterest.com/dell/
178,VINCI,https://it-it.facebook.com/comunevinci/,https://twitter.com/vinci,https://www.instagram.com/robertavinci1/,
179,Tokio Marine Holdings,https://it-it.facebook.com/tokiomarine.my/,https://twitter.com/tokiomarine,https://www.instagram.com/tokiomarine/,https://www.pinterest.com/pin/678073287625393569/
180,América Móvil,https://it-it.facebook.com/BBQXaviePanama/,https://twitter.com/i/web/status/1493936874942914561,https://www.instagram.com/fleamarketpuertoviejo/,https://www.pinterest.com/pin/762586149373019210/?amp_client_id=CLIENT_ID(_)&mweb_unauth_id=%7B%7Bdefault.session%7D%7D&amp_url=https%3A%2F%2Fwww.pinterest.com%2Famp%2Fpin%2F762586149373019210%2F&open_share=t
181,E.ON,https://it-it.facebook.com/eonitalia/,https://twitter.com/eon_italia,https://www.instagram.com/eon_italia/,
182,Anglo American,https://www.facebook.com/AngloAmerican/,https://twitter.com/angloamerican,https://www.instagram.com/angloamericanplc/?hl=it,https://www.pinterest.it/silviabertelli3/anglo-american-literature/
183,Banco Bradesco,https://www.facebook.com/bradesco/,https://twitter.com/bradesco,https://www.instagram.com/bradesco/,https://br.pinterest.com/vitordanielpais/bradesco/
184,ING Group,https://it-it.facebook.com/INGItalia/,https://twitter.com/ingitalia,https://www.instagram.com/ing_group/?hl=it,https://in.pinterest.com/amp/pin/422353271286109379/
185,Accenture,https://it-it.facebook.com/AccentureinItalia/,https://twitter.com/accenture,https://www.instagram.com/accentureitalia/?hl=it,https://www.pinterest.it/pin/288652657357870070/
186,Honeywell International,https://www.facebook.com/Honeywell/,https://twitter.com/honeywell,https://www.instagram.com/honeywell/,https://br.pinterest.com/pin/833095631056722198/
187,Mizuho Financial,https://www.facebook.com/mizuhoamericas/,https://twitter.com/mizuhoamericas,https://www.instagram.com/explore/locations/465813547147931/mizuho-bank?hl=it,https://www.pinterest.com/pin/440086194843806839/
188,Linde,https://it-it.facebook.com/lindeplc/,https://twitter.com/lindeplc,https://www.instagram.com/lindeplc/,
189,ArcelorMittal,https://it-it.facebook.com/ArcelorMittalPoland/photos/?ref=page_internal,https://twitter.com/arcelormittal,https://www.instagram.com/arcelormittalgroup/,https://www.pinterest.com/arcelormittal/
190,Canadian Imperial Bank,https://www.facebook.com/CIBC/,https://twitter.com/cibc,https://www.instagram.com/cibc/?hl=it,https://www.pinterest.com/pin/the-canadian-imperial-bank-of-commerce-designed-by-im-pei-and-photographed-by-ezra-stoller-stoller-photographed--420101471491697409/
191,Poly Developments & Holdings Group,https://www.poly.com.cn/english/1919.html,https://www.poly.com.cn/english/1919.html,https://www.poly.com.cn/english/1919.html,https://www.poly.com.cn/english/1919.html
192,Micron Technology,https://www.facebook.com/MicronTechUSA/,https://twitter.com/microntech,https://www.instagram.com/we_are_micron/?hl=it,https://www.pinterest.com/pin/379991287281198505/
193,ANZ,https://it-it.facebook.com/ANZAustralia/,https://twitter.com/anz_au,https://www.instagram.com/anzieanz/?hl=it,https://www.pinterest.it/anzy90/
194,Fubon Financial,https://m.facebook.com/profile.php?id=103107909730126,https://twitter.com/search?q=%23Fubon&src=hashtag_click,https://www.instagram.com/fubon_ig/,https://www.pinterest.it/pin/495818240218438671/
195,China Telecom,https://www.facebook.com/chinatelecomglobal/,https://twitter.com/chinateleglobal,https://www.instagram.com/explore/locations/994748970/china/shanghai-china/china-telecom/?hl=it,https://www.pinterest.com/pin/268456827776083198/
196,HCA Healthcare,https://it-it.facebook.com/HCACare/,https://twitter.com/hcahealthcare,https://www.instagram.com/hcahealthcare/,https://www.pinterest.com/HCAHealthcare/
197,Dow,https://it-it.facebook.com/DowEurope/,https://twitter.com/search?q=%23dow,https://www.instagram.com/dow_official/,https://www.expertsphp.com/pinterest-video-downloader.html
198,Telefónica,https://it-it.facebook.com/latelefonicasrl/,https://twitter.com/telefonica,https://www.instagram.com/telefonica/,https://www.pinterest.it/pin/256705247488232838/
199,China Vanke,https://www.facebook.com/VankeMalaysia/,https://twitter.com/hashtag/vanke,https://www.instagram.com/explore/tags/vanke/,https://www.pinterest.com/pin/196047390014721249/
200,NAB - National Australia Bank,https://www.facebook.com/NAB/,https://twitter.com/nab,https://www.instagram.com/nab/?hl=it,https://www.pinterest.com/pin/brand-activations-in-2022--200339883414206698/
201,Cathay Financial,https://it-it.facebook.com/cathaybank/,https://twitter.com/cathaycapital,https://www.instagram.com/cathaygrouprd/,https://www.pinterest.com/pin/570690584032265543/
202,Qualcomm,https://www.facebook.com/Qualcomm/,https://twitter.com/qualcomm,https://www.instagram.com/qualcomm/?hl=it,https://www.pinterest.com/qualcomm/
203,L'Oréal,https://it-it.facebook.com/lorealparisME/,https://twitter.com/lorealitalia,https://www.instagram.com/lorealparis/,https://www.pinterest.com/pin/112027109488973505/
204,Allstate,https://it-it.facebook.com/AllstateCambridge/,https://twitter.com/allstate,https://www.instagram.com/allstate/,https://www.pinterest.com/allstate/
205,SAIC Motor,https://it-it.facebook.com/SAICofficial/,https://twitter.com/saicmotormg,https://www.instagram.com/officialsaicmotormg/,https://www.pinterest.com/pin/555350197791189550/
206,ICICI Bank,https://www.facebook.com/icicibank/,https://twitter.com/icicibank,https://www.instagram.com/icicibank/?hl=it,https://in.pinterest.com/icicibank/
207,China Everbright Bank,https://m.facebook.com/profile.php?id=519355084805846,https://twitter.com/CBankingEditor/status/1553600450435244034,https://www.instagram.com/p/Bmo-StZgqKT/,https://www.pinterest.com/pin/welcome-to-china-everbright-bank-our-7th-chinese-bank-in-luxembourg-luxembourg-finance-reportage-photoreportage-even--728105464746260451/
208,Gilead Sciences,https://www.facebook.com/GileadSciences/,https://twitter.com/gileadsciences,https://www.instagram.com/gileadsciences/,https://www.pinterest.com/gileadscien0608/
209,China Pacific Insurance,https://www.facebook.com/CPICCN/,https://twitter.com/pacificinsure,https://www.instagram.com/idcntaiping/?hl=it,https://www.pinterest.com/pin/china-pacific-insurance-company-work-plan-ppt--600526931540699130/
210,NVIDIA,https://it-it.facebook.com/NVIDIAGeForceIT/,https://twitter.com/nvidia,https://www.instagram.com/nvidia/,https://www.pinterest.com/nvidia/
211,Amgen,https://it-it.facebook.com/amgenbiotech/,https://twitter.com/amgen,https://www.instagram.com/amgen.italia/?hl=it,https://www.pinterest.it/pin/amgen-inc-logo-visible-on-display-screen-illustrative-editorial-of-amgen-inc-website-homepage-los-angeles-usa-november-2019--737605245206479099/
212,Union Pacific,https://it-it.facebook.com/unionpacific/,https://twitter.com/unionpacific,https://www.instagram.com/uprr/,
213,Dai-ichi Life Insurance,https://m.facebook.com/profile.php?id=106131652750480,https://twitter.com/sudlifein,https://www.instagram.com/panindaiichilife/,https://in.pinterest.com/pin/403635185364697161/
214,Nike,https://it-it.facebook.com/nike/,https://twitter.com/nike,https://www.instagram.com/nike/,
215,Takeda Pharmaceutical,https://m.facebook.com/profile.php?id=200392003309998,https://twitter.com/takedapharma,https://www.instagram.com/explore/locations/306371900/takeda-pharmaceutical?hl=it,https://www.pinterest.com/pin/133771051420496935/
216,Philip Morris International,https://m.facebook.com/profile.php?id=108285265860290,https://twitter.com/insidepmi,https://www.instagram.com/explore/locations/1648061/philip-morris-international/,https://in.pinterest.com/pin/philipmorrisinternationallogo--723250021383318383/
217,PayPal,https://it-it.facebook.com/PayPalItalia/,https://twitter.com/paypal,https://www.instagram.com/paypal/,https://www.startmag.it/innovazione/perche-paypal-non-fara-pin-su-pinterest/
218,China Resources Land,https://m.facebook.com/profile.php?id=107581409272072,https://twitter.com/sino_market/status/1458361481246822403,https://www.instagram.com/chinaresources/,https://www.pinterest.com/pin/419819996507855620/
219,Oversea-Chinese Banking,https://it-it.facebook.com/OCBC.Singapore/,https://twitter.com/ocbcbank,https://www.instagram.com/ocbcbank/,https://www.pinterest.com/pin/561401909781134638/
220,Midea Group,https://www.facebook.com/MideaGlobal/,https://twitter.com/midea,https://www.instagram.com/mideaglobal/?hl=it,https://www.pinterest.com/pin/midea-group--369787819408361386/
221,Travelers,https://it-it.facebook.com/TRVLRSseries/,https://twitter.com/travelers,https://www.instagram.com/trvlrsseries/?hl=it,https://www.pinterest.com/ideas/travel/908182459161/
222,Eli Lilly,https://it-it.facebook.com/elilillyandco/,https://twitter.com/lillypad,https://www.instagram.com/elilillyco/?hl=it,https://www.pinterest.com/kimfuson/eli-lilly-company/
223,Mondelez International,https://www.facebook.com/mondelezinternational/,https://twitter.com/mdlz,https://www.instagram.com/mondelez_international/,https://www.pinterest.it/pin/702139398124459693/
224,McDonald's,https://it-it.facebook.com/McDonaldsItalia/,https://twitter.com/mcdonalds,https://www.instagram.com/mcdonaldsitalia/,https://www.pinterest.it/danielaWelesa/mcdonalds/
225,General Electric,https://it-it.facebook.com/GE/,https://twitter.com/generalelectric,https://www.instagram.com/generalelectric/,https://www.pinterest.com/generalelectric/
226,Société Générale,https://it-it.facebook.com/groups/seimoscianesese/,https://it.wikipedia.org/wiki/Twitter,https://www.instagram.com/angelomaugeri/,
227,Schneider Electric,https://it-it.facebook.com/SchneiderElectricIT/,https://twitter.com/schneiderelec,https://www.instagram.com/schneiderelectric/,https://www.pinterest.com/schneiderelec/
228,3M,https://it-it.facebook.com/3M/,https://twitter.com/3m,https://www.instagram.com/3m/,https://www.pinterest.com/industrialgs/3m-products/
229,Aflac,https://www.facebook.com/Aflac/,https://twitter.com/aflac,https://www.instagram.com/aflacduck/,
230,Oil & Natural Gas,https://www.ilo.org/rome/ilo-cosa-fa/lang--it/index.htm,https://www.ilo.org/rome/ilo-cosa-fa/lang--it/index.htm,https://www.ilo.org/rome/ilo-cosa-fa/lang--it/index.htm,https://www.ilo.org/rome/ilo-cosa-fa/lang--it/index.htm
231,Southern Company,https://it-it.facebook.com/SOCompany/,https://twitter.com/southerncompany,https://www.instagram.com/southerncompany/,https://www.pinterest.com/fredericks0045/
232,Deutsche Bank,https://it-it.facebook.com/DeutscheBankLaMiaBanca/,https://twitter.com/deutschebank,https://www.instagram.com/deutschebank/,https://www.pinterest.it/pin/363243526179099890/?send=true
233,PTT,https://it-it.facebook.com/groups/ProcessoTributarioTelematico/,https://twitter.com/search?q=%23PTT,https://www.instagram.com/pttkurumsal/,https://www.pinterest.it/ptt_ricette/
234,CK Hutchison,https://m.facebook.com/profile.php?id=880683078937074,https://mobile.twitter.com/portalportuario/status/1423735780669808644?lang=bg,https://www.instagram.com/p/CJXel3Jp15z/,
235,Canadian Natural Resources,https://www.facebook.com/CanadianNatural/,https://twitter.com/canadiannatural,https://www.instagram.com/explore/locations/442725208/calgary-alberta/canadian-natural-resources-ltd/,
236,Sun Life Financial,https://www.facebook.com/SLFCanada/,https://twitter.com/sunlife,https://www.instagram.com/sunlifeca/,https://www.pinterest.com/pin/831899362411556899/
237,Northrop Grumman,https://it-it.facebook.com/NorthropGrumman/,https://twitter.com/northropgrumman,https://www.instagram.com/northropgrumman/,https://www.pinterest.com/northropgrumman/
238,Archer Daniels Midland,https://www.facebook.com/ADMCorporate/,https://twitter.com/admupdates,https://www.instagram.com/explore/locations/444868363/brazil/sao-paulo-brazil/archer-daniels-midland-adm/,https://www.pinterest.com/mattandcorrie/adm/
239,Marathon Petroleum,https://it-it.facebook.com/MarathonPetroleumCorporation/,https://twitter.com/marathonpetroco,https://www.instagram.com/marathonpetroleum/,
240,China Minsheng Bank,https://www.facebook.com/chinaminshengbanking/,https://twitter.com/CBankingEditor/status/1529957400345645056,https://www.instagram.com/msam_beijing/?hl=it,https://www.linkedin.com/company/china-minsheng-banking-corp-ltd
241,Legal & General Group,https://webmail.infocert.it/,https://webmail.infocert.it/,https://webmail.infocert.it/,https://webmail.infocert.it/
242,Netflix,https://it-it.facebook.com/netflixitalia/,https://twitter.com/netflix,https://www.instagram.com/netflixit/?hl=it,https://www.pinterest.it/giuliapaulesu/n-e-t-f-l-i-x/
243,Progressive,https://www.facebook.com/progressive/,https://twitter.com/progressive,https://www.instagram.com/progressiveadagency/?hl=it,https://www.pinterest.com/progressiveins/
244,Longfor Group Holdings,https://ne-np.facebook.com/bsindia/posts/longfor-group-holdings-ltds-wu-yajun-resigned-on-friday-as-executive-director-an/6026124597469738/,https://mobile.twitter.com/hashtag/longfor?src=hash,https://www.instagram.com/longfor_real_estate/,
245,DBS,https://it-it.facebook.com/DBSdonbaldosport/,https://twitter.com/dbshype,https://www.instagram.com/dbsbank/,https://www.pinterest.it/giovaxluka/dbs/
246,Cosco Shipping,https://it-it.facebook.com/COSCOShipping.Italy/,https://twitter.com/coscoshipping,https://www.instagram.com/explore/locations/1057995994296203/cosco-shipping/?hl=it,https://www.pinterest.com/pin/475903885621982831/
247,China Communications Construction,https://it-it.facebook.com/CCCCLTDnews/,https://twitter.com/ccccltdofficial,https://www.instagram.com/chinaconstructionamerica/?hl=it,https://www.pinterest.com/pin/572238696395515299/
248,NatWest Group,https://it-it.facebook.com/NatWest/,https://twitter.com/natwestgroup,https://www.instagram.com/natwest/,https://in.pinterest.com/pin/natwest-group-logo--268456827776847600/
249,Exelon,https://www.facebook.com/Exelon/,https://twitter.com/exelon,https://www.instagram.com/exelonofficial/,
250,Humana,https://it-it.facebook.com/HumanaItalia/,https://twitter.com/humana,https://www.instagram.com/humanaitalia/?hl=it,https://www.pinterest.it/humanaitalia/
251,General Dynamics,https://www.facebook.com/GDMissionSystems/,https://twitter.com/generaldynamics,https://www.instagram.com/generaldynamics/?hl=it,https://www.pinterest.it/pin/420664421424172348/
252,Power Corp of Canada,https://www.facebook.com/powercorporation.canada4/,https://twitter.com/search?q=%23PowerCorporation,https://www.instagram.com/edenpowercorp/,https://www.pinterest.com.mx/pin/839147343041631422/
253,Qatar National Bank,https://www.facebook.com/QNBGroup/,https://twitter.com/qnbgroup,https://www.instagram.com/qnbgroup/,https://fi.pinterest.com/qnbgroup/
254,Bayer,https://www.facebook.com/Bayer/,https://twitter.com/bayer,https://www.instagram.com/bayerofficial/,
255,KKR,https://www.facebook.com/KolkataKnightRiders/,https://twitter.com/kkriders,https://www.instagram.com/kkriders/,https://in.pinterest.com/kkriders/
256,Country Garden Holdings,https://m.facebook.com/profile.php?id=101887186520412,https://twitter.com/hashtag/countrygarden,https://www.instagram.com/hyanniscountrygarden/,
257,NextEra Energy,https://it-it.facebook.com/nexteraenergy/,https://twitter.com/nexteraenergy,https://www.instagram.com/nexteraenergy/?hl=it,https://www.pinterest.com/pin/tva-nextera-energy-resources-celebrate-commissioning-of-alabamas-largest-solar-energy-project--4714774589773632/
258,KB Financial Group,https://www.facebook.com/KarnBrarFinancial/,https://twitter.com/kbadvisor,https://www.instagram.com/kb.financialgroup/,https://www.pinterest.com/pin/90494273735080294/
259,China Railway Group,https://www.facebook.com/CRCCNews/,https://twitter.com/crrc_global,https://www.instagram.com/crecofficial/?hl=it,
260,HP,https://it-it.facebook.com/HPItalia/,https://twitter.com/hp,https://www.instagram.com/hp/,https://www.pinterest.it/martatulli/hp/
261,Nordea Bank,https://it-it.facebook.com/Nordea/,https://twitter.com/nordea,https://www.instagram.com/explore/locations/426983886/nordea-bank/,https://www.pinterest.com/pin/914862410195590/
262,Seven & I Holdings,https://it.wikipedia.org/wiki/Seven,https://it.wikipedia.org/wiki/Seven,https://it.wikipedia.org/wiki/Seven,https://it.wikipedia.org/wiki/Seven
263,Suncor Energy,https://www.facebook.com/suncorenergy/,https://twitter.com/suncor?lang=it,https://www.instagram.com/suncorenergy/,https://www.pinterest.com/pin/suncor-energy-oil-sands-tour--521150988113478081/
264,Salesforce.com,https://www.facebook.com/salesforce/,https://twitter.com/salesforce,https://www.instagram.com/salesforce/,https://www.pinterest.com/salesforce/
265,Air Liquide,https://it-it.facebook.com/AirLiquide/,https://twitter.com/airliquide_it,https://www.instagram.com/air_liquide_group/?hl=it,https://www.pinterest.it/pin/443956475741712675/
266,Denso,https://it-it.facebook.com/densomusic/,https://twitter.com/densoeurope,https://www.instagram.com/densoeurope/?hl=it,https://www.pinterest.it/pin/758856605940306980/
267,Bank of New York Mellon,https://www.facebook.com/bnymellon/,https://twitter.com/bnymellon,https://www.instagram.com/bnymellon/,https://www.pinterest.com/pin/31595634872715298/
268,Mastercard,https://it-it.facebook.com/MastercardItalia/,https://twitter.com/mastercard?lang=it,https://www.instagram.com/mastercarditalia/?hl=it,https://www.pinterest.com/mastercardus/
269,Banco do Brasil,https://www.facebook.com/bancodobrasil/,https://twitter.com/bancodobrasil,https://www.instagram.com/bancodobrasil/,https://br.pinterest.com/pin/441212094717889588/
270,Centene,https://www.facebook.com/CenteneCorporation/,https://twitter.com/centene,https://www.instagram.com/explore/locations/216328345462923/centene-corporation,https://www.pinterest.com/pin/1009932285158716361/
271,HDFC,https://www.facebook.com/HDFC.bank/,https://twitter.com/hdfc_bank,https://www.instagram.com/hdfcbank/?hl=it,https://in.pinterest.com/hdfcbank/
272,Freeport-McMoRan,https://it-it.facebook.com/FreeportFCX/,https://twitter.com/fm_fcx,https://www.instagram.com/freeportfcx/,https://pl.pinterest.com/pin/486177722265523983/?amp_client_id=CLIENT_ID(_)&mweb_unauth_id=%7B%7Bdefault.session%7D%7D&amp_url=https%3A%2F%2Fpl.pinterest.com%2Famp%2Fpin%2F486177722265523983%2F&from_amp_pin_page=true
273,"Merck KGaA, Darmstadt, Germany and its affiliates",https://m.facebook.com/profile.php?id=102748199761640,https://twitter.com/merckgroup,https://www.instagram.com/_emdgroup_/?hl=it,https://www.pinterest.com/pin/624593042056195288/
274,CaixaBank,https://www.facebook.com/CaixaBank/,https://twitter.com/caixabank,https://www.instagram.com/caixabank/?hl=it,https://www.pinterest.com/caixabank/
275,ABB,https://it-it.facebook.com/ABBItalia/,https://twitter.com/abbgroupnews,https://www.instagram.com/abbgroup/,https://www.pinterest.it/abb6552/
276,Volvo Group,https://www.facebook.com/volvogroup/,https://twitter.com/volvogroup,https://www.instagram.com/volvogroup/?hl=it,https://www.pinterest.com/volvogroup/
277,Occidental Petroleum,https://it-it.facebook.com/OxyPetroleum/,https://twitter.com/weareoxy,https://www.instagram.com/oxy_petroleum/?hl=it,https://www.pinterest.com/pin/occidental-petroleum-stock-spikes-here-are-the-reasons-why-in-2022--1137721924587275532/
278,National Grid,https://www.facebook.com/nationalgrid/,https://twitter.com/nationalgriduk,https://www.instagram.com/nationalgriduk/,https://www.pinterest.com/nationalgridus/
279,McKesson,https://it-it.facebook.com/McKessonCorporation/,https://twitter.com/mckesson,https://www.instagram.com/mckessoncorporation/,https://www.pinterest.it/bonnelisa/
280,Shinhan Financial Group,https://www.facebook.com/Shinhan-Financial-Group-106568834418493/,https://twitter.com/shinhanbankeng,https://www.instagram.com/shinhanbank_official/?hl=it,https://www.pinterest.it/pin/445012006907316886/?amp_client_id=CLIENT_ID(_)&mweb_unauth_id=&simplified=true
281,ASML Holding,https://www.facebook.com/ASMLUS/,https://twitter.com/asmlcompany,https://www.instagram.com/asmlcompany/,https://www.pinterest.com/pin/asml-holding-is-beating-shortages-by-harvesting-chips-from-washing-machines-in-2022--734157176770625116/
282,Nutrien,https://www.facebook.com/nutrienltd/,https://twitter.com/nutrienltd,https://www.instagram.com/nutrienltd/,https://www.pinterest.com/nutrien/
283,Investor AB,https://m.facebook.com/profile.php?id=104046142966097,https://twitter.com/princea98031204,https://www.instagram.com/investorab9/,
284,KIA,https://it-it.facebook.com/kiaitalia/,https://twitter.com/KiaItalia?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/kiaitalia/,
285,Saint-Gobain,https://it-it.facebook.com/SaintGobainIT/,https://twitter.com/saintgobain,https://www.instagram.com/saintgobaingroup/,https://www.pinterest.it/saintgobainitalia/
286,Novo Nordisk,https://www.facebook.com/novonordisk/,https://twitter.com/novonordisk,https://www.instagram.com/novonordisk/,https://www.pinterest.it/pin/572520171350743239/?amp_client_id=CLIENT_ID(_)&mweb_unauth_id=%7B%7Bdefault.session%7D%7D&simplified=true
287,Posco,https://www.facebook.com/POSCOARG/photos/,https://twitter.com/search?q=%23posco,https://www.instagram.com/posco/,https://www.pinterest.it/paolaposco/
288,Diageo,https://www.facebook.com/profile.php?id=100066945665429,https://twitter.com/diageo_news,https://www.instagram.com/diageorareandexceptional/?hl=it,https://business.pinterest.com/en-gb/success-stories/diageo/
289,Royal Ahold Delhaize N.V.,https://m.facebook.com/profile.php?id=110984485592697,https://twitter.com/aholddelhaize,https://www.instagram.com/aholddelhaize/?hl=it,
290,PICC,https://it-it.facebook.com/cvcpicc/,https://twitter.com/search?q=%23picc,https://www.instagram.com/_martinacorti/?hl=it,https://www.pinterest.it/licianavarra/picc/
291,Dominion Energy,https://it-it.facebook.com/dominionenergy/,https://twitter.com/dominionenergy,https://www.instagram.com/dominionenergy/,
292,Kroger,https://it-it.facebook.com/Kroger/,https://twitter.com/kroger,https://www.instagram.com/krogerco/?hl=it,https://www.pinterest.com/krogerco/
293,Baoshan Iron & Steel,https://www.baosteel.com/group_en/contents/2898/40043.html,https://www.baosteel.com/group_en/contents/2898/40043.html,https://www.baosteel.com/group_en/contents/2898/40043.html,https://www.baosteel.com/group_en/contents/2898/40043.html
294,Kweichow Moutai,https://it-it.facebook.com/moutaiglobal/,https://twitter.com/moutaiglobal,https://www.instagram.com/moutai.china/,https://www.pinterest.com/pin/110056784614402526/
295,Xiaomi,https://it-it.facebook.com/XiaomiItalia/,https://twitter.com/xiaomi,https://www.instagram.com/xiaomi.italia/?hl=it,https://www.pinterest.it/davidvd160771/xiaomi/
296,Bank of Ningbo,https://www.facebook.com/pages/Bank-of-china-ningbo-branch/100459014968964,https://twitter.com/worldbankwater/status/834640681842987008?lang=bg,,https://www.pinterest.com/pin/ningbo-bank-of-china-headquarters--422705115006587222/
297,Ecopetrol,https://it-it.facebook.com/EcopetrolOficial/,https://twitter.com/ecopetrol_sa,https://www.instagram.com/ecopetroloficial/?hl=it,https://www.pinterest.it/ecopetroless/
298,LyondellBasell Industries,https://it-it.facebook.com/LyondellBasell/,https://twitter.com/lyondellbasell,https://www.instagram.com/lyondellbasellindustries/,https://www.pinterest.com/pin/lyondellbasell-industries-nv-valuation-march-2018-lyb-moderngraham--465137467758595558/
299,Contemporary Amperex Technology,https://m.facebook.com/CATLOfficial/,https://twitter.com/catl_official,https://www.instagram.com/p/CfTfkYOoiAK/,https://www.pinterest.com/pin/765400899144014419/
300,UniCredit,https://m.facebook.com/profile.php?id=108112179217392,https://twitter.com/UniCredit_IT?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/unicredit_eu/?hl=it,https://www.pinterest.it/sighinolfi/unicredit-banca-project/
301,AmerisourceBergen,https://www.facebook.com/AmerisourceBergen/,https://twitter.com/healthcare_abc,https://www.instagram.com/amerisourcebergen/,
302,EssilorLuxottica,https://www.facebook.com/EssilorLuxottica/,https://mobile.twitter.com/essilux,https://www.instagram.com/essilorluxottica/?hl=it,https://www.pinterest.it/pin/559009372495815020/
303,Inditex,https://www.facebook.com/inditexgroup/,https://twitter.com/inditex,https://www.instagram.com/inditex_/?hl=it,https://www.pinterest.com/inditex/
304,Starbucks,https://it-it.facebook.com/Starbucks/,https://twitter.com/starbucks,https://www.instagram.com/starbucks/,
305,Nucor,https://www.facebook.com/NucorCorp/,https://twitter.com/nucorcorp,https://www.instagram.com/nucorcorporation/,https://www.pinterest.com/pin/546905948483843121/
306,IntercontinentalExchange,https://m.facebook.com/story.php?story_fbid=10156285575751023&id=103155091022,https://twitter.com/ice_markets,https://www.instagram.com/iceexchange_official/?hl=it,https://ru.pinterest.com/pin/454722893609078753/
307,TJX Cos,https://www.facebook.com/TJXCareers/,https://twitter.com/tjxcareers,https://www.instagram.com/tjxcareers/?hl=it,https://www.pinterest.com/tjmaxx/
308,KBC Group,https://m.facebook.com/profile.php?id=106292956073477,https://twitter.com/kbc_group,https://www.instagram.com/kbcgroup/,
309,Tesco,https://en-gb.facebook.com/pages/category/Supermarket/Tesco-252848938243145/,https://twitter.com/tesco,https://www.instagram.com/tescofood/,https://www.pinterest.co.uk/tesco/
